311,158040,--neBDssyZlHqAWgrHtUBQ,p_wgylnWMXSLlPGCRYSarQ,4
468455,27063,IkuMEOSWHvpe5czMaa1kOg,8E_EuXDOFmwGLbDVwkO21g,4
468455,27916,IkuMEOSWHvpe5czMaa1kOg,8XkeTMd_ooqQ1Zc4AVfmHw,2
468455,136225,IkuMEOSWHvpe5czMaa1kOg,iBFgCuiQoK8DCXgTw6vi2Q,5
468709,70161,IlegVFmGuNjL7CqNqB85Ig,MmBiJCKvaJkC86ovcoEmFg,5
469376,52950,InRWg9RTIWx8bK5r_8HFCw,Gv2EsnNrnS5cfx3SaEgP_A,5
469998,20370,Ip1GdqUPlPNGt9h4uwh2sA,5zDP3Y2hdh6GJL9DVbQ2KA,1
470265,23435,IpjBWVasKPVyDUvxbkkcGw,70WDApYtMcLlrnb1EUW6fg,1
470265,139887,IpjBWVasKPVyDUvxbkkcGw,jRaFTzmmZjYOky0XygFNCA,4
470395,30441,Iq5V3pMpmDtI1j7BMn99Nw,9PIC380tmNYpIC3z5cvcNA,4
470395,142545,Iq5V3pMpmDtI1j7BMn99Nw,kJl3l4fSa2spv_Mkhgogmg,1
470395,152127,Iq5V3pMpmDtI1j7BMn99Nw,n_K2xa_nqzUqaUJa0S_5tQ,5
470395,178395,Iq5V3pMpmDtI1j7BMn99Nw,wXRhRfnXaV_icpT5P8r9pg,5
470410,128096,Iq8rZrCk-W45tzqNo-C5wg,fPX6XsfCPWnJwCyxsBVnxw,5
470410,102693,Iq8rZrCk-W45tzqNo-C5wg,Xny0n0s98TpP82sQxfgIMQ,3
471470,37005,IszMdJT5QKCe33EbT827EQ,Bb-Y-gKgZJak83zfzQoj1g,2
472274,136281,IvD13kKHb00aTQ-nFKeNpg,iCQpiavjjPzJ5_3gPD5Ebg,5
472552,72000,IvxD-4CKxsFQVvRdeXT6ww,NQhPS0MUKJgBUB6PTLlmzA,2
472552,102352,IvxD-4CKxsFQVvRdeXT6ww,Xg5qEQiB-7L6kGJ5F4K3bQ,5
472552,136281,IvxD-4CKxsFQVvRdeXT6ww,iCQpiavjjPzJ5_3gPD5Ebg,3
472552,140350,IvxD-4CKxsFQVvRdeXT6ww,jaJnPIX9VxsFyfV5zQwk0g,3
472552,157111,IvxD-4CKxsFQVvRdeXT6ww,pH0BLkL4cbxKzu471VZnuA,3
472552,85271,IvxD-4CKxsFQVvRdeXT6ww,RwMLuOkImBIqqYj4SSKSPg,5
472552,66150,IvxD-4CKxsFQVvRdeXT6ww,LR1JNvpNrx2N4HNAyhHvrg,5
472641,12513,IwBPNisQ0hXCktA56TO49g,3JnO3AEqRD8DbXkWP-gTFw,5
472641,43226,IwBPNisQ0hXCktA56TO49g,DgZ-pZUo3drzpiCDlDr9IQ,5
472641,33405,IwBPNisQ0hXCktA56TO49g,AOuutv1P01CW07qmzpj9vA,4
472641,98856,IwBPNisQ0hXCktA56TO49g,WUmosjOxt_8nWByHgm8Kkg,5
473048,66521,IxHbj4mVTL7F-Jru8S1Nbg,LYgAf_vpMQU6JqBcTXg-Sw,5
473081,5362,IxN4sVmw7BtlRKpafMzGqA,0pMsVlUu_MbFqmvbA8F79Q,5
473563,111900,Iyg5bA4HhG_HJZFPlrA5Kw,_vMJVm1v5Jp4uUqZIuGyvA,2
473563,1917,Iyg5bA4HhG_HJZFPlrA5Kw,-dWbB9wKYsH-HESAANWajw,1
473638,183798,IytInOHEYZVgkw5DNoiWHQ,yMopev-RPxfEXgqkJOvCGA,4
474002,66148,Iztdl4gBV9LzjdgidgQABA,LR0qF0FEVsCOhYWUOiH26A,3
475367,145345,J2qEaHYTZ24hYL-6pIoHGw,lIDgEB1HnKAq03H1fpjzLQ,5
475619,179147,J3ViWzQT1QL2sekPOS74CA,wmstf9dw0-kN3YThIxx8eQ,5
476225,34732,J592euNvRn2G34s9TCzRUw,ApeTrSttf8f4KUrBVtcKgw,5
476551,48850,J60hEIqy625iJReBurYYhw,FZXdI7r9PJVWjzS0S64kog,4
476551,37895,J60hEIqy625iJReBurYYhw,BuHbMNbCQzzYi-3Y5w1c4Q,4
476551,23642,J60hEIqy625iJReBurYYhw,74pWjFssgqyhaVg-YCUo3A,5
476551,55172,J60hEIqy625iJReBurYYhw,HgdFqAvK31fB9sgBdOzo9g,5
476563,13832,J62P5KafeKHxue6kZBGrrA,3kdSl5mo9dWC4clrQjEDGg,5
476563,173403,J62P5KafeKHxue6kZBGrrA,upgjUq616Yz1IvAvysDLWA,3
476874,173610,J6xe-hOXOU_yrpfT3JoLKg,uuGL8diLlHfeUeFuod3F-w,1
477058,37600,J7RXDC79A67nGfgOdDCDXw,Bo3dqwrjRbGFDf3S59HzDQ,1
477058,38515,J7RXDC79A67nGfgOdDCDXw,C6vH0qzmcerMkiJy3VO9qA,4
477058,179623,J7RXDC79A67nGfgOdDCDXw,wxL9wgxLeuMMfI6SAXIzJw,5
477058,22971,J7RXDC79A67nGfgOdDCDXw,6rTzYUGghp3XHPgOGaO8UQ,5
477058,111342,J7RXDC79A67nGfgOdDCDXw,_itQAuwxJQx4zwRp1Qc31Q,4
477174,163875,J7i-cEgQsOpWPYO4MAJWoQ,r_BrIgzYcwo1NAuG9dLbpg,4
477378,147395,J8KESm0Jn_43WtpAISXeWg,lzrFRbdvpnLJze9VqJigLw,4
477378,109130,J8KESm0Jn_43WtpAISXeWg,ZyYWnUbopxby-dW4eOovxw,1
477378,121030,J8KESm0Jn_43WtpAISXeWg,d042JFqy7ouRbAkGkddSPg,1
477600,102334,J8tkuftaAqm8NOb9PTbYgA,Xfod0UWr_9B-TOM6qxVIwQ,1
477602,43420,J8uA1RdC0gD6EvHN9S80mw,DkYS3arLOhA8si5uUEmHOw,3
478185,33240,JAO5uhKL2J5RzZ-EytWmEQ,ALkOqlWODyxPg5VSp0HLrg,4
478243,122645,JAWjQEqOpTuEO7_6VnGnqw,d_L-rfS1vT3JMzgCUGtiow,3
478355,63019,JAq0NIghR286dMPS6styRA,KMA1sN-RlOiSEi_nmH26Sw,1
478558,157111,JBPWk-bRfciRhbYnkZCTJA,pH0BLkL4cbxKzu471VZnuA,5
478640,155950,JBdQ3MdXtF6mF2IAzHZtsw,ot1sUqbDrXEd8BELJZw6IA,5
478640,61912,JBdQ3MdXtF6mF2IAzHZtsw,JyxHvtj-syke7m9rbza7mA,5
479403,164778,JDlb5wkkIyrNhNYJj5hkMw,rt-aQTkNfILbxBuATdJ1dA,4
479403,145556,JDlb5wkkIyrNhNYJj5hkMw,lMYs3z3Y7977TVMn6OWObA,4
479403,185048,JDlb5wkkIyrNhNYJj5hkMw,ymwUAvCK7Qmf3IX58XqLGw,5
479403,100884,JDlb5wkkIyrNhNYJj5hkMw,XBikK0GMqJTF5d_bI3VSkA,5
479403,63496,JDlb5wkkIyrNhNYJj5hkMw,KWBCsxyH7OxsibiY95fx2g,4
479403,125990,JDlb5wkkIyrNhNYJj5hkMw,eh127ASMZstrELE0K0XADw,5
479403,86956,JDlb5wkkIyrNhNYJj5hkMw,SVGApDPNdpFlEjwRQThCxA,5
479403,86434,JDlb5wkkIyrNhNYJj5hkMw,SJxm96AkOPhXZFRM5-RbTA,5
479687,127354,JEWcszEc1ucG9ld04uNsKA,fA8fCYTt4RdA3HOhmBVihg,1
480522,44037,JGo_EhN0coixAP92oQU3Xw,DyOzNIeXUksPNLXYHnB-oQ,5
480522,32879,JGo_EhN0coixAP92oQU3Xw,ADgacmZ-qXrSOhMfU6bmTA,5
480522,116774,JGo_EhN0coixAP92oQU3Xw,bXbCGFk3ZjLcTdQQB-xPyQ,3
480566,28751,JGwlwti9ZS1-u28rxRA00A,8pmGz3Lg4f_r7HdDZPa4dQ,5
480582,154370,JH-bKb3olNhsUJWPE-gjWA,oLSulsv7zuFuBL92wFssJg,4
480582,83536,JH-bKb3olNhsUJWPE-gjWA,RKVYQ00LvK0_FO6Ll7lvOg,5
480582,39130,JH-bKb3olNhsUJWPE-gjWA,CK-Gv3vqIlWOrKP4fhT8_g,5
480582,13527,JH-bKb3olNhsUJWPE-gjWA,3eivq15AzsACPuA5AyZUTA,5
481292,180445,JJ19f7q8jtLVll_W1KtmIw,xEBor41OFpeeKdcCZ2sfMg,5
481878,63068,JKZQJE5Cr3X5xa77TuQBJA,KMxOoHyRKP74PgosuRkkdg,4
481878,108695,JKZQJE5Cr3X5xa77TuQBJA,Zps5RW0brl-s43OvlCgZAQ,4
481878,171327,JKZQJE5Cr3X5xa77TuQBJA,u9R0_pvEkl7QGPJYH3j1sg,4
481995,40784,JKqIOOo-aQ3p9MNf6zsJvg,Cr066pnTj0ioEMZRTHgMOw,5
482087,139698,JL4clAwvac3NaTdQB_7YSA,jNLfGkcspKdHjnz7c_zrLQ,5
482087,158858,JL4clAwvac3NaTdQB_7YSA,prh-RlduJU3z3ynA5lU3Wg,5
482098,49751,JL5obinAtRXnM2JMgDiDow,FrmEvjWoZP2Ad2NUyGVgHA,5
482184,148375,JLK5a5hLsht4xXQlMskzsw,mJFdBXviC-1YRtY51XnS6A,5
482184,10201,JLK5a5hLsht4xXQlMskzsw,2VdCHCPFzow7zcBSaPMbKA,5
482415,52565,JLtYjVX7tEiC04w926wj8Q,GmdujALb1Nq2RHGr7jhCaA,5
482415,5672,JLtYjVX7tEiC04w926wj8Q,0w3BdEOxvwKTpypwbN5kiQ,1
482784,129814,JMsj-Jqjv9WhiNOcmba4rg,fzQeUR_AvjpwIWjsMDAbGw,4
482784,171359,JMsj-Jqjv9WhiNOcmba4rg,uAAWlLdsoUf872F1FKiX1A,3
482784,47773,JMsj-Jqjv9WhiNOcmba4rg,FCMRBcvrwN01eT6WRaTC6A,5
482784,47084,JMsj-Jqjv9WhiNOcmba4rg,EzGGUtQtbE8z57pqxE0I8w,5
482784,20008,JMsj-Jqjv9WhiNOcmba4rg,5r6-G9C4YLbC7Ziz57l3rQ,5
482784,163696,JMsj-Jqjv9WhiNOcmba4rg,rWFwgyRnq2PY_dI0hXkvLQ,5
482784,154060,JMsj-Jqjv9WhiNOcmba4rg,oE1EuKY2GmpfIiSGy3YmGw,4
482784,89571,JMsj-Jqjv9WhiNOcmba4rg,TNRJvG_R1njEdid-UdCjBQ,5
482784,100305,JMsj-Jqjv9WhiNOcmba4rg,X-66Npl7XhHw-9YIC0mb5A,5
482784,59938,JMsj-Jqjv9WhiNOcmba4rg,JJbH0RxPrwkzHFvLJTFxVQ,4
482784,20703,JMsj-Jqjv9WhiNOcmba4rg,65IxMPJtsgMlG-fCJy7SAg,4
482784,165065,JMsj-Jqjv9WhiNOcmba4rg,ryyptYnhb8n94NnEF_MRnQ,4
482808,55659,JMyrojO0Fyjh9dOcKVRpBQ,HrR_2-HUE6cqnoz1zMN9AQ,5
484007,19830,JQIjCub9jLgwHJQYoEPP6g,5nMvlKW5n2-O0tT44DYnDQ,5
484007,160350,JQIjCub9jLgwHJQYoEPP6g,qME1CvFxSrhqE6-YGcp3Rw,2
484197,1831,JQkEh5abmgeHqLAnksv3eQ,-bd4BQcl1ekgo7avaFngIw,1
485432,167813,JUAsmgInIZTAOSH0haAxpA,swQkNTXXg_j27u27iSiwbg,1
485491,83717,JUN6ulfdluN1XMDqZznoDg,RO1h2JPbvp0QeqSHDJbeKw,5
485491,176923,JUN6ulfdluN1XMDqZznoDg,w1dxpzzh5I3oo2vaICgdig,5
485491,14185,JUN6ulfdluN1XMDqZznoDg,3sPSc8NBvrkXi7scpRYDLg,4
485710,130153,JUv9_bVIhXxuk6SWy0HoDA,g6QPEH9DcbxrQjZAckNMkA,1
486092,1745,JW-A08aNeOubYLl2ruqwrA,-_yEVC3_3M6YOsamYfNFEw,1
486669,123736,JXTG14lSBRnBgaPvg8ff9g,dvFVX3xmcLauD__8GKhJMA,5
486669,182538,JXTG14lSBRnBgaPvg8ff9g,xwmwTpzw9XSwK-UT5Ka3HQ,3
486669,137550,JXTG14lSBRnBgaPvg8ff9g,idcJ81Duz_UXM_y21DbPvg,4
486669,54605,JXTG14lSBRnBgaPvg8ff9g,HVXnt6ZlQ7fAm4fX76N2AQ,2
486669,86998,JXTG14lSBRnBgaPvg8ff9g,SW6ZQk22G1_CV81_gfnvNQ,3
486669,57231,JXTG14lSBRnBgaPvg8ff9g,IQ3esF7MvIOCbeVetW51Ng,4
486669,24375,JXTG14lSBRnBgaPvg8ff9g,7LURynIRYeS7jcfadeRASg,5
486669,43133,JXTG14lSBRnBgaPvg8ff9g,DeGSNRgk2sAfYbliAa6m2A,1
486669,133837,JXTG14lSBRnBgaPvg8ff9g,hNSvyreISNd9XXrHyyaSjQ,1
486669,95846,JXTG14lSBRnBgaPvg8ff9g,VUADGMPLJoWqhHb1G4LIcA,5
486669,154198,JXTG14lSBRnBgaPvg8ff9g,oH9TS31CBlRYZW2aW9b9Gw,5
486669,131581,JXTG14lSBRnBgaPvg8ff9g,gcMVGb1pw0lTkgjTZ9CKsQ,1
486883,35197,JY0EKT8NO5GZ94pG4cCBQg,Ayt0hEO4siFH8h4lsCa4VQ,5
487361,95426,JZIkTcPpHQ_zeTt-32E-VA,VLDFjeqpUgWhnVuB_8GuEg,5
487361,101349,JZIkTcPpHQ_zeTt-32E-VA,XMMLRvV4IMxIGyc4H37LxA,5
487361,153852,JZIkTcPpHQ_zeTt-32E-VA,o9K4XEDK16T7LDYrKgstxA,5
487361,41208,JZIkTcPpHQ_zeTt-32E-VA,D-2t7fHQu6hNLjjfRHSZaA,5
487361,61865,JZIkTcPpHQ_zeTt-32E-VA,Jy40ercZIQaNcz2qV3qgow,3
487361,76384,JZIkTcPpHQ_zeTt-32E-VA,OtVNeY6IfUh3CIOCzmfg3A,5
487361,5059,JZIkTcPpHQ_zeTt-32E-VA,0ihQJhd_-nUP1p01NBDjLQ,5
487361,154449,JZIkTcPpHQ_zeTt-32E-VA,oMtdUzMdo5W5qrldiOGROg,5
487361,23978,JZIkTcPpHQ_zeTt-32E-VA,7CPGGNwHibzQtnERq7u2Hw,1
487361,134851,JZIkTcPpHQ_zeTt-32E-VA,hihud--QRriCYZw1zZvW4g,4
487361,33244,JZIkTcPpHQ_zeTt-32E-VA,ALn_0f-Usn3n0a9WBcjhhg,5
487361,22765,JZIkTcPpHQ_zeTt-32E-VA,6nKR80xEGHYf2UxAe_Cu_g,5
487361,173027,JZIkTcPpHQ_zeTt-32E-VA,uhyDNWYRSsom3VrFgOgP_w,5
487361,123671,JZIkTcPpHQ_zeTt-32E-VA,du9_QFb75sxzKnLLQwSkMw,2
487361,73544,JZIkTcPpHQ_zeTt-32E-VA,NxjUiGBNgyDErKXnmQ3s3w,2
487361,133238,JZIkTcPpHQ_zeTt-32E-VA,hAZxhVoGC8kAxg0F_k7DqA,4
487361,35696,JZIkTcPpHQ_zeTt-32E-VA,B8zMmUlCIX7Ts8VSgy9B-A,5
487361,80542,JZIkTcPpHQ_zeTt-32E-VA,QJMRAjCIuqrHGmeAZeYzOQ,1
487361,120378,JZIkTcPpHQ_zeTt-32E-VA,cm5pya6toFXn6sJT4FVGyg,5
487361,18976,JZIkTcPpHQ_zeTt-32E-VA,5ViysgPio0TAs7LAa1nT_w,5
487361,29307,JZIkTcPpHQ_zeTt-32E-VA,925GiWzJ_cxQaUT870xW7A,5
487361,158831,JZIkTcPpHQ_zeTt-32E-VA,prFx0Kg92PfPkoU8OY4KxA,5
487361,150346,JZIkTcPpHQ_zeTt-32E-VA,mz48xdVWcCu463U3Lm7lhA,4
487361,35750,JZIkTcPpHQ_zeTt-32E-VA,BA2tYMpTHR3i7X-6qtcWaw,1
487361,37396,JZIkTcPpHQ_zeTt-32E-VA,BjbokieOGk2CCq2t8wV6MA,5
487361,102389,JZIkTcPpHQ_zeTt-32E-VA,Xgk-d2x59qhPxOsuCKeShw,1
487361,174409,JZIkTcPpHQ_zeTt-32E-VA,vA7gCRT0JsgSYy0U8NY0nA,5
487361,34564,JZIkTcPpHQ_zeTt-32E-VA,AlninJFRoy8h3jwxddJeZQ,4
487361,167384,JZIkTcPpHQ_zeTt-32E-VA,smdGDx5PS2Nt67FXYAQSUA,1
487361,65718,JZIkTcPpHQ_zeTt-32E-VA,LH8S1sUwxg2_TotePOFLvg,5
487361,146309,JZIkTcPpHQ_zeTt-32E-VA,lbYpsLbIXxU86KPNj8AOgQ,1
487361,9941,JZIkTcPpHQ_zeTt-32E-VA,2PnRXLAN3KFEu4g0OUL2iw,5
487361,167456,JZIkTcPpHQ_zeTt-32E-VA,soRwNwOrWURW17FxMhtZzA,5
487361,12546,JZIkTcPpHQ_zeTt-32E-VA,3KTY5XZfavc85u0_rLFHrw,5
487361,174136,JZIkTcPpHQ_zeTt-32E-VA,v4YmJDtKzG2Dlh-vGB241w,5
487361,119580,JZIkTcPpHQ_zeTt-32E-VA,cVDZhcjYXz_43p59jdl_mw,5
487361,64139,JZIkTcPpHQ_zeTt-32E-VA,KjxOqxEDK0woF1l1kZ_nSA,5
487361,173281,JZIkTcPpHQ_zeTt-32E-VA,umxki_So2--o08q9bkXK6Q,3
487361,69153,JZIkTcPpHQ_zeTt-32E-VA,MQsccAhTxdd2Y5JBKjrT9w,5
487361,116876,JZIkTcPpHQ_zeTt-32E-VA,b_8jCti0vuouJ_fjZpdmZw,5
487361,147605,JZIkTcPpHQ_zeTt-32E-VA,m2zASwlOL2vecCKHfmGAnQ,5
487361,159462,JZIkTcPpHQ_zeTt-32E-VA,q3TNTTKnZfJ6CSJAoMgiMw,1
487361,176761,JZIkTcPpHQ_zeTt-32E-VA,vz8HFGsITt6aj-nyXkAEFg,1
487361,54877,JZIkTcPpHQ_zeTt-32E-VA,HaNUXh5nYR0r7FrbFJSHXw,5
487361,43781,JZIkTcPpHQ_zeTt-32E-VA,DstNnjUe4RpBuKUqLdFzyQ,2
488206,112176,JafvCeu2ckC7735gscfwdw,a192hdM0_UVCYLwPJv1Qwg,1
488271,183829,JatELoVKL1EXplqv0xXy-w,yNPh5SO-7wr8HPpVCDPbXQ,5
488428,58147,JbL1o49Ygocx5wWZmHK2KA,IhBiHpjqJP01qX1dCxG9-A,5
488428,78994,JbL1o49Ygocx5wWZmHK2KA,PmwKGY3HLpcnC_-g0NCIvQ,5
488587,52853,JbmGAky2GBn0g4Loi-dU5A,Gt4z3AylNTsEPDkzkaC7HA,4
488745,119898,JcD3Bm0xGOEemydP71EbFQ,cbddL2q8uRA38RwycB0FJg,2
488745,138885,JcD3Bm0xGOEemydP71EbFQ,j54J0Ky4ruVbN_NTJ3daFg,5
488745,7121,JcD3Bm0xGOEemydP71EbFQ,1RECFIhw6tdiP4l3smu6Kw,1
488745,48184,JcD3Bm0xGOEemydP71EbFQ,FLy12rk1O6hpxuYzov9m-A,4
488745,13420,JcD3Bm0xGOEemydP71EbFQ,3cbsPfoUUrysf-M8FI_0IA,5
489232,68881,JdWJbVyxHt_tR_6XxeYC6w,MLVBJjbgk3sLZYyxqBD4XA,4
490151,163062,Jg71rj5dSeZUaBFHon7yIA,rIRzDHgiPPivvjfySMeGtA,5
490231,45955,JgJDau88Btz29cQ0N9ArNw,Eb97gjJ6mkcx7Y-tFObjEw,5
490231,115739,JgJDau88Btz29cQ0N9ArNw,bBTTZAitpCPYQgPen6VP3w,4
490231,54520,JgJDau88Btz29cQ0N9ArNw,HTxRFiQdK6Vk3GKGDsKThg,3
490231,38304,JgJDau88Btz29cQ0N9ArNw,C2BR0TjNacoNzItPLUHTAA,5
490231,66335,JgJDau88Btz29cQ0N9ArNw,LV9Stq-s3H4dqaTE1Z7rwA,1
490231,168324,JgJDau88Btz29cQ0N9ArNw,t78vmza5fyuCuS--7I8Oug,5
490231,67150,JgJDau88Btz29cQ0N9ArNw,LkmrqzFEImqzfKbJxSrwEA,4
490231,68794,JgJDau88Btz29cQ0N9ArNw,MJW4XuO_seWA19-fbmBRTA,5
490231,187645,JgJDau88Btz29cQ0N9ArNw,zfiSQ1dl3vTJ-og96eqXGA,5
490231,71292,JgJDau88Btz29cQ0N9ArNw,NASjUYKkz6l7hQLxMf2lqg,5
490503,125711,Jh217rFpHLe73857XuEMaw,ebL8hN0iieaa3rClnDfLlw,1
490503,127568,Jh217rFpHLe73857XuEMaw,fEL4pMI3cilYHwcSH2ltpQ,2
490503,31142,Jh217rFpHLe73857XuEMaw,9d_eZEMaU7RLteMi9BnkKQ,5
490503,68536,Jh217rFpHLe73857XuEMaw,MDoI5wE1eCLEZUNL-IVerg,5
490503,125252,Jh217rFpHLe73857XuEMaw,eSMs4iCWdwRl8O9ISUZSWw,5
490560,156621,JhBanITJUN_UQGbUn9eUpw,p6EUf6c9GCfG7seS_wfFyA,5
490560,107868,JhBanITJUN_UQGbUn9eUpw,ZYr2feXiGYTbWyho_1oUiw,5
490560,27654,JhBanITJUN_UQGbUn9eUpw,8R_oemw4rNjJL6sd40O_oQ,4
490560,51964,JhBanITJUN_UQGbUn9eUpw,GaYRUatPQi6PmJIE2wF-Uw,1
490593,129470,JhHbSQVi5EvyHdu7qC1F5w,frCxZS7lPhEnQRJ3UY6m7A,4
492332,940,Jlw-1-XRT_uxJOeDmNVoWA,-JFVxwdVQfX207554dx1nw,4
492332,70291,Jlw-1-XRT_uxJOeDmNVoWA,MpT8KheTjs7TSDWIoMUFxg,4
492332,35305,Jlw-1-XRT_uxJOeDmNVoWA,B0Vm2tge4I2JJlZhD4sl0Q,5
492332,157111,Jlw-1-XRT_uxJOeDmNVoWA,pH0BLkL4cbxKzu471VZnuA,5
492332,88180,Jlw-1-XRT_uxJOeDmNVoWA,SueEpC916vd8Lo3Lyl9_pQ,4
492332,137673,Jlw-1-XRT_uxJOeDmNVoWA,igHYkXZMLAc9UdV5VnR_AA,5
492332,21917,Jlw-1-XRT_uxJOeDmNVoWA,6Vyp-9i1jzwK_bvisuPJpQ,5
492332,146189,Jlw-1-XRT_uxJOeDmNVoWA,l_GV0hgEoTUf70uJVT0_hg,4
492332,142885,Jlw-1-XRT_uxJOeDmNVoWA,kRgAf6j2y1eR0wOFdzFAuw,5
492586,106296,JmfHa1DDi7EzjPBOC5CQoQ,Z0o7EnCj3fgzC7E3QRabhQ,5
492586,159471,JmfHa1DDi7EzjPBOC5CQoQ,q3dJQtwZQrrurNT-1bNKgQ,5
492586,59645,JmfHa1DDi7EzjPBOC5CQoQ,JDZ6_yycNQFTpUZzLIKHUg,5
492825,104501,JnP16J2QBlO5Cadqn4OjdA,YOy1tOiMMOkrCQ4mO2i3eQ,5
492904,142546,JnbPsuAw2nfa9tV7pKR0ug,kJlP5bSpVFaITDf7W9q3jA,5
492904,112313,JnbPsuAw2nfa9tV7pKR0ug,a48qF4Tjwooc0GYNPzipNg,5
492904,69351,JnbPsuAw2nfa9tV7pKR0ug,MVHGmZEwtKrXH11ySGweEw,4
492904,39880,JnbPsuAw2nfa9tV7pKR0ug,CZKHXlDuy3IagC2W881fyA,5
492904,113729,JnbPsuAw2nfa9tV7pKR0ug,aXRrMXXoAN7lawHICgmsxw,5
492904,77071,JnbPsuAw2nfa9tV7pKR0ug,P8IsTiHq5Hesa6UPL604ww,5
492904,822,JnbPsuAw2nfa9tV7pKR0ug,-H1-IzxW6CXmjhmF5F6iMA,2
493626,95323,JpWss_X5BR1vcoj_HHNiZg,VIxWlFefTnFQPkAvDNURjg,1
493956,94175,JqN5Tiuop96GcqMk68GAuw,UvcH52d-FQ3waD5Z0LmFCQ,3
494747,133126,JsWCVqafGk9DLTKDvMlGag,h7s4MRVvB726jWHCHiQ9kw,3
495983,127767,JvvOs8ovUmYu3jVqlXdHaw,fIcHJP6iJH15vIzV6JUROQ,1
497467,28589,Jzy9P_PD89jzjd-PKcx62w,8mP0gQrTZa_FiUP706x2tg,5
497467,68655,Jzy9P_PD89jzjd-PKcx62w,MGknXew849fglTVu8cV7EA,1
497467,14335,Jzy9P_PD89jzjd-PKcx62w,3vkP6t_kKN3JT8MMUaBVEA,2
497467,151475,Jzy9P_PD89jzjd-PKcx62w,nMo0ozHO7cqsPaxw_7N6ow,4
497467,79372,Jzy9P_PD89jzjd-PKcx62w,PvGyzCh1PTga4ePE2-iB2Q,5
497467,22494,Jzy9P_PD89jzjd-PKcx62w,6hZgMg9rnDCC0RBVRlkZwQ,5
497467,10464,Jzy9P_PD89jzjd-PKcx62w,2aLZjt3Pkg7WvoJq2LtckA,5
497467,169140,Jzy9P_PD89jzjd-PKcx62w,tQBTBxZyM3OarBffqafu4w,5
497467,183276,Jzy9P_PD89jzjd-PKcx62w,yBzGYfkV3QQaiwMSHoCN3A,5
497467,3628,Jzy9P_PD89jzjd-PKcx62w,0DyDT4NJNaIuDpT7nTIjxg,5
497467,69116,Jzy9P_PD89jzjd-PKcx62w,MQEpDvkdL39hh1N0We3Vaw,4
497467,141271,Jzy9P_PD89jzjd-PKcx62w,jtj0JmyAawmnzY6wXCQi_A,5
497467,164539,Jzy9P_PD89jzjd-PKcx62w,ro-4-3USXvGKnp07BrxSKg,5
497467,90632,Jzy9P_PD89jzjd-PKcx62w,TjpjYgP5PgV31Z21vy9bOg,2
497467,109952,Jzy9P_PD89jzjd-PKcx62w,_F4qxboOpRaOOMWsmXU8QA,5
497467,65864,Jzy9P_PD89jzjd-PKcx62w,LKuzbx5Yt3yqiokUFdjVhg,5
497467,54617,Jzy9P_PD89jzjd-PKcx62w,HVdeAldgSNW2P1zZJ1TnWw,2
497467,35720,Jzy9P_PD89jzjd-PKcx62w,B9To2QK1qbHKGSMDh6IrjA,1
497467,28803,Jzy9P_PD89jzjd-PKcx62w,8rIDfnWHSo-K0Xb9Y1gjrA,4
497467,76598,Jzy9P_PD89jzjd-PKcx62w,Oy2WnPyiOlPFvPKMIuOC8w,5
497467,134048,Jzy9P_PD89jzjd-PKcx62w,hSKL-eAU_9rEyA3qmm8l-Q,5
497467,171087,Jzy9P_PD89jzjd-PKcx62w,u4F3da-S0koMSQ72W6pCgg,4
497467,99729,Jzy9P_PD89jzjd-PKcx62w,WnLhd38sH80ViWwzyF7yoA,3
497467,102576,Jzy9P_PD89jzjd-PKcx62w,XlOI0qLdQch7YDAs5A011Q,4
497467,29751,Jzy9P_PD89jzjd-PKcx62w,9BBWtaSvsootDkKTVBgv_A,4
497467,85745,Jzy9P_PD89jzjd-PKcx62w,S5B9tKJnzoThDK3QORVeiQ,1
497467,156974,Jzy9P_PD89jzjd-PKcx62w,pDoDY-cDLyeKQgDx5RAlnQ,1
497467,71086,Jzy9P_PD89jzjd-PKcx62w,N6-dAWPTAaHqwRb94vXFCQ,4
497467,75227,Jzy9P_PD89jzjd-PKcx62w,OWByE1i1tjPB5i5mSprDJw,5
497467,137544,Jzy9P_PD89jzjd-PKcx62w,idQuN4Kxl0UO-6LQtrq2eQ,4
497467,33549,Jzy9P_PD89jzjd-PKcx62w,ASC3JV2Jh09lTyJZ98UMFA,5
497467,182015,Jzy9P_PD89jzjd-PKcx62w,xlN36ltgkgv50egfwEc3yQ,1
497467,145626,Jzy9P_PD89jzjd-PKcx62w,lO-IY5X36bLI8vnQR4O18A,1
497467,113005,Jzy9P_PD89jzjd-PKcx62w,aIJqDWUt10iS45zYCr0KcQ,5
497554,100728,K-9fTY9xw0a6ZOH2UfkVRQ,X8c23dur0ll2D9XTu-I8Qg,1
497574,96018,K-DzcmfW575JVjkk0KOS_w,VXnjTDoerAhO6r4bxwASiA,1
497903,70802,K07XVkYLKS7Chh6Aa9Y4PA,N-A-Ys0zNx1gmA9_kTlQdA,5
498095,101556,K0bTa43m1oI84EMDJgWpqA,XQJr9_jZR1vOoZVcZfDDwQ,2
498104,132024,K0eKONKGwbH1jhUYKmy12A,gm8BAH6eZrDkJv0CCas0Bg,5
498705,134765,K2FHcRNWoTr_FJhIXkeceQ,hgeXEGD9lRX4ohj7afSJnw,2
498705,139071,K2FHcRNWoTr_FJhIXkeceQ,j8pUAS0qdEcPsjkqEDNbhw,2
